key;brand;model;4G_bands;EDGE;announced;dimentions;weight_g;SIM;display_resolution;display_size;OS;CPU;GPU;memory_card;internal_memory;RAM;primary_camera;secondary_camera;loud_speaker;audio_jack;bluetooth;GPS;NFC;radio;USB;sensors;battery;colors;approx_price_EUR;img_url
Micromax Canvas Unite 4 Pro;Micromax;Canvas Unite 4 Pro;LTE band 3(1800)| 5(850)| 40(2300);Yes;2016  June;-;;Dual SIM (Micro-SIM| dual stand-by);5.0 inches;720 x 1280 pixels (~294 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.3 GHz Cortex-A7;;microSD  up to 32 GB (dedicated slot);16 GB;2 GB RAM;8 MP| autofocus| LED flash;5 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Fingerprint (rear-mounted)| accelerometer| proximity;Li-Ion 3900 mAh battery;Black/Gold;;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-unite-4-pro.jpg
Micromax Canvas Fire 5 Q386;Micromax;Canvas Fire 5 Q386;;Yes;2016  June;-;;Dual SIM (Micro-SIM| dual stand-by);5.5 inches;720 x 1280 pixels (~267 ppi pixel density);Android 6.0 (Marshmallow);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSD  up to 32 GB;16 GB;1 GB RAM;8 MP| autofocus| LED flash;5 MP;Yes dual speakers;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Li-Ion 2500 mAh battery;Gold| grey| silver;80;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-fire-5.jpg
Micromax Canvas 6 Pro E484;Micromax;Canvas 6 Pro E484; LTE 850 / 1800 / 2100 TD-LTE 2300;Yes;2016  April;-;;Dual SIM (Micro-SIM/Nano-SIM| dual stand-by);5.5 inches;1080 x 1920 pixels (~401 ppi pixel density);Android 5.1 (Lollipop);Octa-core 2.0 GHz Cortex-A53;PowerVR G6200;microSD  up to 64 GB;16 GB;4 GB RAM;13 MP| phase detection autofocus| LED flash;5 MP;Yes;Yes;4.1| A2DP| LE;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity| compass;Non-removable Li-Ion 3000 mAh battery;Black;180;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-6-e484.jpg
Micromax Canvas 6;Micromax;Canvas 6; LTE 850 / 1800 / 2100 TD-LTE 2300;Yes;2016  April;-;;Dual SIM (Micro-SIM/Nano-SIM| dual stand-by);5.5 inches;1080 x 1920 pixels (~401 ppi pixel density);Android 5.1 (Lollipop);Octa-core 2.0 GHz Cortex-A53;PowerVR G6200;microSD  up to 64 GB (uses SIM 2 slot);32 GB;3 GB RAM;13 MP| f/2.0| phase detection autofocus| LED flash;8 MP;Yes;Yes;4.1| A2DP| LE;Yes with A-GPS;;FM radio;microUSB 2.0;Fingerprint (rear-mounted)| accelerometer| proximity| compass;Non-removable Li-Ion 3000 mAh battery;Gold;;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-6.jpg
Micromax Canvas Juice 4G Q461;Micromax;Canvas Juice 4G Q461;LTE band 3(1800)| 5(850)| 40(2300);Yes;2016  February;143 x 71.8 x 9.4 mm (5.63 x 2.83 x 0.37 in);152;Dual SIM (Micro-SIM| dual stand-by);5.0 inches (~67.1% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.0 GHz;;microSD  up to 32 GB;8 GB;2 GB RAM;8 MP| autofocus| dual-LED flash;5 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Non-removable Li-Ion 4000 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-juice-4g-q461.jpg
Micromax Canvas Amaze 4G Q491;Micromax;Canvas Amaze 4G Q491;LTE band 3(1800)| 7(2600)| 20(800)| 40(2300);Yes;2016  February;-;;Dual SIM (Micro-SIM| dual stand-by);5.0 inches;720 x 1280 pixels (~294 ppi pixel density);Android 5.1.1 (Lollipop);Quad-core 1.2 GHz Cortex-A53;Adreno 306;microSD  up to 32 GB (dedicated slot);8 GB;1 GB RAM;8 MP| autofocus| LED flash;2 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| gyro| proximity| compass;Removable Li-Ion 2230 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-amaze-q491.jpg
Micromax Canvas Juice 4 Q382;Micromax;Canvas Juice 4 Q382;;Yes;2015  December;-;;Dual SIM (Micro-SIM| dual stand-by);5.0 inches;480 x 854 pixels (~196 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.3 GHz;;microSD  up to 32 GB;8 GB;1 GB RAM;5 MP| autofocus| LED flash;2 MP;Yes;Yes;2.1| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 3000 mAh battery;Black| White;170;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-juice-3-q392.jpg
Micromax Canvas Pulse 4G E451;Micromax;Canvas Pulse 4G E451;LTE band 3(1800)| 5(850)| 7(2600)| 20(800)| 40(2300);Yes;2015  December;140.8 x 70.4 x 8.8 mm (5.54 x 2.77 x 0.35 in);128;Dual SIM;5.0 inches (~69.5% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 5.1 (Lollipop);Octa-core 1.3 GHz;;microSD  up to 32 GB;16 GB;3 GB RAM;13 MP| autofocus| LED flash;5 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 2100 mAh battery;Black;130;http://cdn2.gsmarena.com/vv/bigpic/micromax-e451.jpg
Micromax Canvas Mega 4G Q417;Micromax;Canvas Mega 4G Q417;LTE band 3(1800)| 5(850)| 40(2300);Yes;2015  December;-;;Dual SIM (Micro-SIM/ Mini-SIM| dual stand-by);5.5 inches;720 x 1280 pixels (~267 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.3 GHz Cortex-A53;Mali-T720MP2;microSD  up to 32 GB;16 GB;3 GB RAM;13 MP| autofocus| LED flash;5 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 2500 mAh battery;Black;150;http://cdn2.gsmarena.com/vv/bigpic/micromax-q417.jpg
Micromax Canvas Fire 4G Plus Q412;Micromax;Canvas Fire 4G Plus Q412;LTE band 3(1800)| 5(850)| 40(2300);Yes;2015  December;-;;Dual SIM (Micro-SIM| dual stand-by);4.7 inches;720 x 1280 pixels (~312 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;microSD  up to 32 GB;8 GB;1 GB RAM;8 MP| f/2.0| autofocus| LED flash;5 MP;Yes dual speakers;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Non-removable Li-Ion 2000 mAh battery;Black;90;http://cdn2.gsmarena.com/vv/bigpic/micromax-q412.jpg
Micromax Canvas Nitro 3 E352;Micromax;Canvas Nitro 3 E352;;Yes;2015  November;144.3 x 72 x 8.7 mm (5.68 x 2.83 x 0.34 in);;Dual SIM;5.0 inches (~66.3% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 5.1 (Lollipop);Octa-core 1.4 GHz Cortex-A7;Mali-450MP4;microSD  up to 32 GB;16 GB;2 GB RAM;13 MP| autofocus| LED flash;5 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 2500 mAh battery;Black;120;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-nitro3-e352.jpg
Micromax Canvas Xpress 4G Q413;Micromax;Canvas Xpress 4G Q413;LTE band 3(1800)| 40(2300);Yes;2015  November;-;;Dual SIM (Micro-SIM);5.0 inches;720 x 1280 pixels (~294 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;microSD  up to 32 GB;16 GB;2 GB RAM;8 MP| f/2.0| autofocus| LED flash;2 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 2000 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-express-4g-q413.jpg
Micromax Canvas Blaze 4G+ Q414;Micromax;Canvas Blaze 4G+ Q414;LTE band 3(1800)| 5(850)| 40(2300);Yes;2015  November;-;;Dual SIM (Mini-SIM/ Micro-SIM);4.5 inches;480 x 854 pixels (~218 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;microSD  up to 32 GB;8 GB;1 GB RAM;8 MP| autofocus| LED flash;2 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 1750 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-blaze-4g-plus-q414.jpg
Micromax Canvas Pace 4G Q416;Micromax;Canvas Pace 4G Q416;LTE band 3(1800)| 5(850)| 40(2300);Yes;2015  November;143 x 72 x 8.8 mm (5.63 x 2.83 x 0.35 in);;Dual SIM;5.0 inches (~66.9% screen-to-body ratio);480 x 854 pixels (~196 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.1 GHz;;microSD  up to 32 GB;4 GB;1 GB RAM;5 MP| autofocus| LED flash;2 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 2500 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-pace-4g-q416.jpg
Micromax Canvas 5 E481;Micromax;Canvas 5 E481; LTE 850 / 1800 / TD-LTE 2300;Yes;2015  November;-;;Dual SIM (Micro-SIM| dual stand-by);5.2 inches;1080 x 1920 pixels (~423 ppi pixel density);Android 5.1 (Lollipop)| planned upgrade to 6.0 (Marshmallow);Octa-core 1.3 GHz Cortex-A53;Mali-T720MP3;microSD  up to 64 GB (dedicated slot);16 GB;3 GB RAM;13 MP| autofocus| LED flash;5 MP| LED flash;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity| compass;Non-removable Li-Ion 2900 mAh battery;Black;170;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-5-e481.jpg
Micromax Canvas Mega E353;Micromax;Canvas Mega E353;;Yes;2015  October;154 x 78.7 x 8.9 mm (6.06 x 3.10 x 0.35 in);;Dual SIM;5.5 inches (~68.8% screen-to-body ratio);720 x 1280 pixels (~267 ppi pixel density);Android 5.1 (Lollipop);Octa-core 1.4 GHz;;microSD  up to 32 GB;8 GB;1 GB RAM;13 MP| autofocus| LED flash;5 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Yes;Removable Li-Ion 2820 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-mega-e353.jpg
Micromax Canvas Amaze Q395;Micromax;Canvas Amaze Q395;;Yes;2015  October;-;;Dual SIM (Micro-SIM| dual stand-by);5.0 inches;720 x 1280 pixels (~294 ppi pixel density);Android 5.0 (Lollipop);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSD  up to 32 GB;8 GB;2 GB RAM;13 MP| autofocus| LED flash;5 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| gyro| proximity| compass;Removable Li-Ion 2000 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-amaze-q395.jpg
Micromax Canvas Play 4G Q469;Micromax;Canvas Play 4G Q469; LTE 800 / 1800 / 2600 TD-LTE 2300;Yes;2015  October;-;;Dual SIM;5.5 inches;720 x 1280 pixels (~267 ppi pixel density);Android 5.0.2 (Lollipop);Quad-core 1.2 GHz Cortex-A53;Adreno 306;microSD  up to 32 GB;16 GB;2 GB RAM;13 MP| autofocus| LED flash;5 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 2820 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-play-4g-q469.jpg
Micromax Bolt Q332;Micromax;Bolt Q332;;Yes;2015  October;141.2 x 73.1 x 9.8 mm (5.56 x 2.88 x 0.39 in);1409;Dual SIM;5.0 inches (~66.7% screen-to-body ratio);480 x 854 pixels (~196 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.3 GHz;;microSD  up to 32 GB;4 GB;512 MB RAM;5 MP| LED flash;2 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Yes;Removable Li-Ion 2000 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/micromax-bolt-q332.jpg
Micromax Canvas Juice 3+ Q394;Micromax;Canvas Juice 3+ Q394;;Yes;2015  October;-;;Dual SIM (Micro-SIM| dual stand-by);5.5 inches;720 x 1280 pixels (~267 ppi pixel density);Android 5.0 (Lollipop);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSD  up to 32 GB;16 GB;2 GB RAM;8 MP| autofocus| LED flash;5 MP;Yes;Yes;3.0;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| gyro| proximity| compass;Non-removable Li-Ion 4000 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-juice-3-plus-q394.jpg
Micromax Bolt Q339;Micromax;Bolt Q339;;Yes;2015  October;-;;Dual SIM;4.5 inches;480 x 854 pixels (~218 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.2 GHz;;microSD  up to 32 GB;4 GB;512 MB RAM;5 MP| LED flash;2 MP;Yes;Yes;4.0| A2DP;;;FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 1650 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/micromax-bolt-q339.jpg
Micromax Bolt Q338;Micromax;Bolt Q338;;Yes;2015  September;-;;Dual SIM;5.0 inches;720 x 1280 pixels (~294 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSD  up to 32 GB;8 GB;1 GB RAM;8 MP| autofocus| LED flash;5 MP;Yes;Yes;Yes;;;FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 2000 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/micromax-bolt-q338.jpg
Micromax Bolt Q331;Micromax;Bolt Q331;;Yes;2015  October;;;Dual SIM;5.0 inches;480 x 854 pixels (~196 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.2 GHz;;microSD  up to 32 GB;4 GB;512 MB RAM;5 MP| LED flash;2 MP;Yes;Yes;Yes;;;FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 2000 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/micromax-bolt-q331.jpg
Micromax Bolt S302;Micromax;Bolt S302;;Yes;2015  October;-;;Dual SIM;4.0 inches;480 x 800 pixels (~233 ppi pixel density);Android 4.4.3 (KitKat);1.0 GHz;;microSD  up to 32 GB;4 GB;512 MB RAM;2 MP| LED flash;1.3 MP;Yes;Yes;2.sij;A-GPS only;;FM radio;microUSB 2.0;Accelerometer;Removable Li-Ion 1450 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/micromax-bolt-s302.jpg
Micromax Canvas Fire 4G Q411;Micromax;Canvas Fire 4G Q411;LTE band 3(1800)| 40(2300);Yes;2015  September;-;;Dual SIM;4.5 inches;480 x 854 pixels (~218 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;microSD  up to 32 GB;8 GB;1 GB RAM;5 MP| autofocus| LED flash;2 MP;Yes dual speakers;Yes;4.0| A2DP;;;FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 1850 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-fire-4g-q411.jpg
Micromax Canvas Blaze 4G Q400;Micromax;Canvas Blaze 4G Q400;LTE band 3(1800)| 7(2600)| 40(2300);Yes;2015  October;-;;Dual SIM;4.5 inches;480 x 854 pixels (~218 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.1 GHz Cortex-A7;Adreno 304;microSD  up to 32 GB;8 GB;1 GB RAM;5 MP| autofocus| LED flash;2 MP;Yes dual speakers;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 2000 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-blaze-4g-q400.jpg
Micromax Canvas Juice 3 Q392;Micromax;Canvas Juice 3 Q392;;Yes;2015  September;-;;Dual SIM;5.0 inches;720 x 1280 pixels (~294 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSD  up to 32 GB;8 GB;2 GB RAM;8 MP| autofocus| LED flash;2 MP;Yes;Yes;Yes;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Non-removable Li-Ion 4000 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-juice-3-q392.jpg
Micromax Canvas Spark 2 Q334;Micromax;Canvas Spark 2 Q334;;Yes;2015  September;-;;Dual SIM;5.0 inches;480 x 854 pixels (~196 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSD  up to 32 GB;4 GB;768 MB RAM;5 MP| LED flash;2 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 1800 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-spark-2-q334.jpg
Micromax Canvas Nitro 4G E455;Micromax;Canvas Nitro 4G E455; LTE 1800 / 2100 / 2300;Yes;2015  August;-;;Dual SIM;5.0 inches;720 x 1280 pixels (~294 ppi pixel density);Android 5.0.2 (Lollipop);Octa-core (4x1.4 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Adreno 405;microSD  up to 32 GB;16 GB;2 GB RAM;13 MP| autofocus| dual-LED flash;5 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 2500 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-nitro-4g-e455.jpg
Micromax Canvas Selfie 3 Q348;Micromax;Canvas Selfie 3 Q348;;Yes;2015  August;-;;Dual SIM;4.8 inches;720 x 1280 pixels (~306 ppi pixel density);Android 5.0 (Lollipop);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSD  up to 32 GB;8 GB;1 GB RAM;8 MP| autofocus| LED flash;8 MP| LED flash;Yes;Yes;4.1| A2DP| LE;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Non-removable Li-Ion 2300 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-selfie-3-q348.jpg
Micromax Canvas Selfie 2 Q340;Micromax;Canvas Selfie 2 Q340;;Yes;2015  August;-;;Dual SIM;5.0 inches;480 x 854 pixels (~196 ppi pixel density);Android 5.0 (Lollipop);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSD  up to 32 GB;8 GB;1 GB RAM;5 MP| autofocus| LED flash;5 MP| LED flash;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 2000 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-selfie2-q340.jpg
Micromax Canvas Xpress 2 E313;Micromax;Canvas Xpress 2 E313;;Yes;2015  July;-;;Dual SIM;5.0 inches;720 x 1280 pixels (~294 ppi pixel density);Android 4.4.2 (KitKat);Octa-core 1.4 GHz Cortex-A7;Mali-450MP4;microSD  up to 32 GB;8 GB;1 GB RAM;13 MP| autofocus| dual-LED flash;2 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 2500 mAh battery;Black;90;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-xpress2-e313.jpg
Micromax Bolt D303;Micromax;Bolt D303;;Yes;2015  July;-;;Dual SIM;4.0 inches;480 x 800 pixels (~233 ppi pixel density);Android 4.4.2 (KitKat);Dual-core 1.3 GHz Cortex-A7;Mali-400;microSD  up to 32 GB;4 GB;512 MB RAM;3.15 MP| LED flash;VGA;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer;Removable Li-Ion 1300 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/micromax-bolt-d303.jpg
Micromax Bolt S301;Micromax;Bolt S301;;Yes;2015  July;-;;Dual SIM;3.5 inches;480 x 854 pixels (~280 ppi pixel density);Android 4.4.2 (KitKat)| planned upgrade to 5.0 (Lollipop);1.0 GHz;;microSD  up to 16 GB;4 GB;512 MB RAM;1.3 MP;VGA;Yes;Yes;2.sij;A-GPS only;;FM radio;microUSB 2.0;Accelerometer;Removable Li-Ion 1200 mAh battery;Black| White;40;http://cdn2.gsmarena.com/vv/bigpic/micromax-bolt-s301.jpg
Micromax Canvas Selfie Lens Q345;Micromax;Canvas Selfie Lens Q345;;Yes;2015  June;-;;Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by);5.0 inches;720 x 1280 pixels (~294 ppi pixel density);Android 5.0 (Lollipop);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSD  up to 32 GB (dedicated slot);8 GB;1 GB RAM;8 MP| autofocus| LED flash;5 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Non-removable Li-Ion 2800 mAh battery;Champagne| Moondust Gray;120;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-selfie-lens-plus-q345.jpg
Micromax Canvas Sliver 5 Q450;Micromax;Canvas Sliver 5 Q450; LTE 800 / 1800 / 2600 TD-LTE 2300;Yes;2015  June;5.1 mm thickness;97;Nano-SIM;4.8 inches;720 x 1280 pixels (~306 ppi pixel density);Android 5.0.2 (Lollipop);Quad-core 1.2 GHz Cortex-A53;Adreno 306;No;16 GB;2 GB RAM;8 MP| autofocus| LED flash;5 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Non-removable Li-Po 2000 mAh battery;White;250;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-sliver-5--1.jpg
Micromax Canvas Tab P690;Micromax;Canvas Tab P690;;Yes;2015  June;;;Micro-SIM;8.0 inches;800 x 1280 pixels (~189 ppi pixel density);Android 4.4.4 (KitKat)| upgradable to 5.0.2 (Lollipop);Quad-core 1.83 GHz;;microSD  up to 32 GB (dedicated slot);8 GB;1 GB RAM;5 MP| autofocus;2 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;No;microUSB 2.0;Accelerometer| proximity;Non-removable Li-Ion 4000 mAh battery;Gray;130;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-tab-p690.jpg
Micromax Canvas Knight 2 E471;Micromax;Canvas Knight 2 E471; LTE 1800 / 2100 / 2300;Yes;2015  June;6.3 mm thickness;;Dual SIM (Micro-SIM/Nano-SIM| dual stand-by);5.0 inches;720 x 1280 pixels (~294 ppi pixel density);Android 5.0 (Lollipop);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Adreno 405;microSD  up to 32 GB (uses SIM 2 slot);16 GB;2 GB RAM;13 MP| autofocus| dual-LED flash;5 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Non-removable Li-Ion 2260 mAh battery;White| Gold;230;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-knight-2.jpg
Micromax Canvas A1 AQ4502;Micromax;Canvas A1 AQ4502;;Yes;2015  June;-;;Dual SIM (Micro-SIM| dual stand-by);4.5 inches (~27.9% screen-to-body ratio);480 x 854 pixels (~218 ppi pixel density);Android 5.1 (Lollipop);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSD  up to 32 GB;8 GB;1 GB RAM;5 MP| autofocus| LED flash;2 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 1700 mAh battery;Black;90;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-a1.jpg
Micromax Q391 Canvas Doodle 4;Micromax;Q391 Canvas Doodle 4;;Yes;2015  May;165.5 x 85.3 x 8.5 mm (6.52 x 3.36 x 0.33 in);;Dual SIM (Micro-SIM| dual stand-by);6.0 inches (~70.3% screen-to-body ratio);540 x 960 pixels (~184 ppi pixel density);Android 5.0 (Lollipop);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSD  up to 32 GB (dedicated slot);8 GB;1 GB RAM;8 MP| autofocus| LED flash;2 MP;Yes;Yes;3.0;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Non-removable Li-Ion 3000 mAh battery;Black| White;140;http://cdn2.gsmarena.com/vv/bigpic/micromax-q391-canvas-doodle-4.jpg
Micromax Canvas Nitro 2 E311;Micromax;Canvas Nitro 2 E311;;Yes;2015  May;-;;Dual SIM;5.0 inches;720 x 1280 pixels (~294 ppi pixel density);Android 4.4.2 (KitKat);Octa-core 1.4 GHz Cortex-A7;Mali-450MP4;microSD  up to 32 GB;16 GB;2 GB RAM;13 MP| autofocus| LED flash;5 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Non-removable Li-Ion 2400 mAh battery;Black| White;150;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-nitro2-e311.jpg
Micromax Q372 Unite 3;Micromax;Q372 Unite 3;;Yes;2015  May;-;;Dual SIM;4.7 inches;480 x 800 pixels (~199 ppi pixel density);Android 5.0 (Lollipop);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSD  up to 32 GB;8 GB;1 GB RAM;8 MP| autofocus| LED flash;2 MP;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0| USB Host;Accelerometer| proximity;Removable Li-Ion 2000 mAh battery;Black;110;http://cdn2.gsmarena.com/vv/bigpic/micromax-unite-3-q372.jpg
Micromax Canvas Play Q355;Micromax;Canvas Play Q355;;Yes;2015  April;-;;Dual SIM (Mini-SIM/ Micro-SIM| dual stand-by);5.5 inches;480 x 854 pixels (~178 ppi pixel density);Android 5.0 (Lollipop);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSD  up to 32 GB;8 GB;1 GB RAM;5 MP| LED flash;VGA;Yes;Yes;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 2820 mAh battery;Dark blue| White;110;http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-play-q355.jpg
